date,value
1993-01-15,-0.1779945790767669
1993-02-15,-0.1761363893747329
1993-03-15,-0.131704032421112
1993-04-15,-0.1249190792441368
1993-05-15,-0.1153714880347251
1993-06-15,-0.1357025355100631
1993-07-15,-0.1736881136894226
1993-08-15,-0.1840751618146896
1993-09-15,-0.2478086352348327
1993-10-15,-0.246437668800354
1993-11-15,-0.2056252211332321
1993-12-15,-0.2040533572435379
1994-01-15,-0.1526626795530319
1994-02-15,-0.2081489711999893
1994-03-15,-0.1703080683946609
1994-04-15,-0.1966984868049621
1994-05-15,-0.1846576184034347
1994-06-15,-0.2072177827358245
1994-07-15,-0.1849483549594879
1994-08-15,-0.2035703361034393
1994-09-15,-0.117515318095684
1994-10-15,-0.061835940927267
1994-11-15,-0.0967438593506813
1994-12-15,-0.0815076902508735
1995-01-15,-0.0830175653100013
1995-02-15,-0.072632148861885
1995-03-15,-0.0693969056010246
1995-04-15,-0.0842169821262359
1995-05-15,-0.075437381863594
1995-06-15,-0.1049759164452552
1995-07-15,-0.0841137394309043
1995-08-15,-0.1179819330573082
1995-09-15,-0.145665556192398
1995-10-15,-0.1318380832672119
1995-11-15,-0.1335468590259552
1995-12-15,-0.1151017025113105
1996-01-15,-0.0886311829090118
1996-02-15,-0.1173451319336891
1996-03-15,-0.159648597240448
1996-04-15,-0.1948136836290359
1996-05-15,-0.1524354070425033
1996-06-15,-0.1388740688562393
1996-07-15,-0.1410181820392608
1996-08-15,-0.1639115065336227
1996-09-15,-0.176700085401535
1996-10-15,-0.189265564084053
1996-11-15,-0.1720621585845947
1996-12-15,-0.1473962813615799
1997-01-15,-0.1242910102009773
1997-02-15,-0.1247952729463577
1997-03-15,-0.098769336938858
1997-04-15,-0.0588788986206054
1997-05-15,-0.0116542717441916
1997-06-15,0.0283181779086589
1997-07-15,0.0409683659672737
1997-08-15,0.0262687783688306
1997-09-15,0.0581099465489387
1997-10-15,0.0965661033987999
1997-11-15,0.1465692967176437
1997-12-15,0.1942085325717926
1998-01-15,0.173396497964859
1998-02-15,0.1617619544267654
1998-03-15,0.1439847648143768
1998-04-15,0.1143419444561004
1998-05-15,0.1237511485815048
1998-06-15,0.0951555594801902
1998-07-15,0.0878629013895988
1998-08-15,0.0395734570920467
1998-09-15,-0.012982758693397
1998-10-15,0.0038150392938405
1998-11-15,0.013786775059998
1998-12-15,-0.0542384684085845
1999-01-15,-0.0769802406430244
1999-02-15,-0.0766400918364524
1999-03-15,-0.0700364634394645
1999-04-15,-0.1091759204864502
1999-05-15,-0.1110432595014572
1999-06-15,-0.1091368868947029
1999-07-15,-0.1376171559095382
1999-08-15,-0.1438561826944351
1999-09-15,-0.1661146730184555
1999-10-15,-0.1595318764448166
1999-11-15,-0.1360683888196945
1999-12-15,-0.145355224609375
2000-01-15,-0.0941414535045623
2000-02-15,-0.0978190898895263
2000-03-15,-0.1221209987998008
2000-04-15,-0.05173160135746
2000-05-15,-0.0599968284368515
2000-06-15,-0.0790769532322883
2000-07-15,-0.0611656717956066
2000-08-15,-0.0459568053483963
2000-09-15,-0.0439475551247596
2000-10-15,-0.0539696738123893
2000-11-15,-0.0550564639270305
2000-12-15,-0.0644122883677482
2001-01-15,-0.0190262552350759
2001-02-15,-0.0294605195522308
2001-03-15,0.0347378998994827
2001-04-15,-0.0227716974914073
2001-05-15,-0.0118335280567407
2001-06-15,0.0300255715847015
2001-07-15,0.0308037865906953
2001-08-15,-0.0277389455586671
2001-09-15,0.0104377716779708
2001-10-15,0.0132783390581607
2001-11-15,0.0229945890605449
2001-12-15,0.0274180024862289
2002-01-15,0.0739353597164154
2002-02-15,0.0859862864017486
2002-03-15,0.0752830654382705
2002-04-15,0.0548682175576686
2002-05-15,0.0521358996629715
2002-06-15,0.0605044178664684
2002-07-15,-0.0365788340568542
2002-08-15,-0.0421595834195613
2002-09-15,-0.0184412207454442
2002-10-15,0.0398257002234458
2002-11-15,0.0231445133686065
2002-12-15,0.0483036935329437
2003-01-15,0.0546690821647644
2003-02-15,0.0737517401576042
2003-03-15,0.0979556962847709
2003-04-15,0.0664337798953056
2003-05-15,0.0167902279645204
2003-06-15,0.050511185079813
2003-07-15,0.0699234157800674
2003-08-15,0.0906450599431991
2003-09-15,0.0992373973131179
2003-10-15,0.109136588871479
2003-11-15,0.08620285987854
2003-12-15,0.0812698677182197
2004-01-15,0.0907169729471206
2004-02-15,0.0968114286661148
2004-03-15,0.0211562737822532
2004-04-15,0.04700243845582
2004-05-15,-0.0154995080083608
2004-06-15,-0.0311037022620439
2004-07-15,0.0088324509561061
2004-08-15,0.0371197424829006
2004-09-15,0.0567356012761592
2004-10-15,0.0600845068693161
2004-11-15,0.1001810505986213
2004-12-15,0.1062596216797828
2005-01-15,0.1161894127726554
2005-02-15,0.0933055430650711
2005-03-15,0.1144476234912872
2005-04-15,0.0669143423438072
2005-05-15,0.0779256522655487
2005-06-15,0.0578867234289646
2005-07-15,0.0594938285648822
2005-08-15,0.0617141164839267
2005-09-15,0.0410055369138717
2005-10-15,0.0401625633239746
2005-11-15,0.010308020748198
2005-12-15,0.0155772063881158
2006-01-15,0.030977077782154
2006-02-15,0.0431697592139244
2006-03-15,0.0073523824103176
2006-04-15,0.0246828328818082
2006-05-15,0.0412297621369361
2006-06-15,0.0233901664614677
2006-07-15,-0.0078655267134308
2006-08-15,0.0231992062181234
2006-09-15,0.0544636659324169
2006-10-15,0.0343392081558704
2006-11-15,0.0704751834273338
2006-12-15,0.0802756398916244
2007-01-15,0.0637619197368621
2007-02-15,0.067017912864685
2007-03-15,0.0035280177835375
2007-04-15,0.0130047891288995
2007-05-15,-0.0270087514072656
2007-06-15,-0.0020150786731392
2007-07-15,-0.0280871298164129
2007-08-15,-0.0599196851253509
2007-09-15,-0.0634096190333366
2007-10-15,-0.0928848981857299
2007-11-15,-0.1498553305864334
2007-12-15,-0.1855952888727188
2008-01-15,-0.1509085148572921
2008-02-15,-0.1289858818054199
2008-03-15,-0.091794766485691
2008-04-15,-0.0747706592082977
2008-05-15,-0.0803173780441284
2008-06-15,-0.0696286708116531
2008-07-15,-0.0146567011252045
2008-08-15,-0.0012435449752956
2008-09-15,0.0209835786372423
2008-10-15,0.0064527294598519
2008-11-15,-0.0330176874995231
2008-12-15,-0.0195199195295572
2009-01-15,0.0044732871465384
2009-02-15,-0.0125553021207451
2009-03-15,0.0103506175801157
2009-04-15,0.0374999493360519
2009-05-15,0.0721233338117599
2009-06-15,0.147027239203453
2009-07-15,0.1121170967817306
2009-08-15,0.1107975915074348
2009-09-15,0.078811690211296
2009-10-15,0.1171791031956672
2009-11-15,0.1214657351374626
2009-12-15,0.1830511838197708
2010-01-15,0.2056197226047516
2010-02-15,0.2031573206186294
2010-03-15,0.1864289194345474
2010-04-15,0.189566284418106
2010-05-15,0.1428924202919006
2010-06-15,0.1189401596784591
2010-07-15,0.090127594769001
2010-08-15,0.0902236849069595
2010-09-15,0.0664281249046325
2010-10-15,-0.0012289753649383
2010-11-15,-0.0195447225123643
2010-12-15,-0.0186478681862354
2011-01-15,-0.0084796678274869
2011-02-15,0.0202620718628168
2011-03-15,0.0306144598871469
2011-04-15,0.0352324359118938
2011-05-15,0.0292616952210664
2011-06-15,0.0173073671758174
2011-07-15,0.017082056030631
2011-08-15,0.0236757081001997
2011-09-15,-0.0069038453511893
2011-10-15,-0.0131120216101408
2011-11-15,-0.0232775937765836
2011-12-15,-0.0784492939710617
2012-01-15,-0.0393713563680648
2012-02-15,-0.0019228094024583
2012-03-15,-0.0211163144558668
2012-04-15,0.0188378747552633
2012-05-15,0.0463617704808712
2012-06-15,0.0379716493189334
2012-07-15,0.0874110236763954
2012-08-15,0.1311066299676895
2012-09-15,0.1316782683134079
2012-10-15,0.1263446360826492
2012-11-15,0.1411181986331939
2012-12-15,0.1258921474218368
2013-01-15,0.0808110311627388
2013-02-15,0.0980673879384994
2013-03-15,0.0965914577245712
2013-04-15,0.096100702881813
2013-05-15,0.0604799166321754
2013-06-15,0.0276719238609075
2013-07-15,0.1009368449449539
2013-08-15,0.1344160586595535
2013-09-15,0.1387433856725692
2013-10-15,0.1007678136229515
2013-11-15,0.1176947653293609
2013-12-15,0.0946634337306022
2014-01-15,0.1209552735090255
2014-02-15,0.1031510084867477
2014-03-15,0.1124653816223144
2014-04-15,0.1534924060106277
2014-05-15,0.1823052763938903
2014-06-15,0.1830231249332428
2014-07-15,0.164181500673294
2014-08-15,0.2216751277446746
2014-09-15,0.2428553700447082
2014-10-15,0.202153667807579
2014-11-15,0.1708595007658004
2014-12-15,0.1573599427938461
2015-01-15,0.1415731608867645
2015-02-15,0.1392745971679687
2015-03-15,0.1608248800039291
2015-04-15,0.2196236550807953
2015-05-15,0.2198205441236496
2015-06-15,0.2202918976545334
2015-07-15,0.2371581941843032
2015-08-15,0.2913278937339782
2015-09-15,0.3446036279201507
2015-10-15,0.3469426333904266
2015-11-15,0.3776839971542358
2015-12-15,0.3993822038173675
2016-01-15,0.4284520447254181
2016-02-15,0.3315054774284363
2016-03-15,0.3698051869869232
2016-04-15,0.3510497510433197
2016-05-15,0.3130469620227813
2016-06-15,0.3298663794994354
2016-07-15,0.3200383186340332
2016-08-15,0.3013794720172882
2016-09-15,0.2932833135128021
2016-10-15,0.2680650949478149
2016-11-15,0.2261491566896438
2016-12-15,0.2408133596181869
2017-01-15,0.3038041293621063
2017-02-15,0.3244909048080444
2017-03-15,0.3174777626991272
2017-04-15,0.309551864862442
2017-05-15,0.242850512266159
2017-06-15,0.2474084347486496
2017-07-15,0.2880676686763763
2017-08-15,0.2722963690757751
2017-09-15,0.2325321584939956
2017-10-15,0.1860972344875335
2017-11-15,0.1764948219060897
2017-12-15,0.1235834285616874
2018-01-15,0.1526831239461898
2018-02-15,0.1398846060037613
2018-03-15,0.1679228991270065
2018-04-15,0.1991107016801834
2018-05-15,0.2134642153978347
2018-06-15,0.1669684797525406
2018-07-15,0.1265417635440826
2018-08-15,0.1220482438802719
2018-09-15,0.1901002526283264
2018-10-15,0.2332271486520767
2018-11-15,0.248194009065628
2018-12-15,0.2451627403497696
2019-01-15,0.283622682094574
2019-02-15,0.3213190734386444
2019-03-15,0.3329145610332489
2019-04-15,0.3435037136077881
2019-05-15,0.3502091467380523
2019-06-15,0.3780076205730438
2019-07-15,0.3744167983531952
2019-08-15,0.3570301830768585
2019-09-15,0.306292861700058
2019-10-15,0.3544135987758636
2019-11-15,0.3384310901165008
2019-12-15,0.3478222787380218
2020-01-15,0.3695785403251648
2020-02-15,0.33700892329216
2020-03-15,0.4011550843715668
2020-04-15,0.4129949808120727
2020-05-15,0.3406262993812561
2020-06-15,0.3482278883457184
2020-07-15,0.3336754739284515
2020-08-15,0.3337408304214477
2020-09-15,0.2939750552177429
2020-10-15,0.2523075938224792
2020-11-15,0.2044355273246765
2020-12-15,0.1446134746074676
2021-01-15,0.1555213779211044
2021-02-15,0.1312510520219802
2021-03-15,0.1866913437843322
2021-04-15,0.210896760225296
2021-05-15,0.2134707272052765
2021-06-15,0.2339737862348556
2021-07-15,0.2406380325555801
2021-08-15,0.2179567366838455
2021-09-15,0.2110867798328399
2021-10-15,0.2333318293094635
2021-11-15,0.2549318969249725
2021-12-15,0.2135222256183624
